id,poj_input,poj_unicode,tailo_input,tailo_unicode,taigi_hanji,page_number
1464,Liu2-a2-kio5,Liú-á-kiô,Liu2-a2-kio5,Liú-á-kiô,鈕仔茄,364
1465,Liu2-a2-hong5,Liú-á-hông,Liu2-a2-hong5,Liú-á-hông,柳仔黃,364
1466,Kio5,Kiô,Kio5,Kiô,茄,364
1467,Kio5-a2,Kiô-á,Kio5-a2,Kiô-á,茄仔,364
1468,Oo-chhi3-kio5,O͘-chhì-kiô,Oo-tshi3-kio5,Oo-tshì-kiô,烏刺茄,364
1469,Oo-chi2-a2-chhai3,O͘-chí-á-chhài,Oo-tsi2-a2-tshai3,Oo-tsí-á-tshài,烏子仔菜,364
1470,Oo-chi2-a2-chhau2,O͘-chí-á-chháu,Oo-tsi2-a2-tshau2,Oo-tsí-á-tsháu,烏子仔草,364
1471,Oo-a2-chhai3,O͘-á-chhài,Oo-a2-tshai3,Oo-á-tshài,烏仔菜,364
1472,Oo-chi2-kio5,O͘-chí-kiô,Oo-tsi2-kio5,Oo-tsí-kiô,烏子茄,364
1473,Chhi3-kio5,Chhì-kiô,Tshi3-kio5,Tshì-kiô,刺茄,364
1474,Chui2-kio5,Chúi-kiô,Tsui2-kio5,Tsuí-kiô,水茄,364
1475,Liu2-hioh8-kio5,Liú-hio̍h-kiô,Liu2-hioh8-kio5,Liú-hio̍h-kiô,柳葉茄,365
1476,Liu2-a2-kio5,Liú-á-kiô,Liu2-a2-kio5,Liú-á-kiô,鈕仔茄,365
1477,Thoo2-hun,Thó͘-hun,Thoo2-hun,Thóo-hun,土烟,365
1478,Ban7-tho5-hoe,Bān-thô-hoe,Ban7-tho5-hue,Bān-thô-hue,萬桃花,365
1479,Jit8-pun2-han-chu5,Ji̍t-pún-han-chû,Jit8-pun2-han-tsu5,Ji̍t-pún-han-tsû,日本番薯,365
1480,Ho5-lan5-chu5,Hô-lân-chû,Ho5-lan5-tsu5,Hô-lân-tsû,荷蘭薯,365
1481,Hoan-a2-han-chu5,Hoan-á-han-chû,Huan-a2-han-tsu5,Huan-á-han-tsû,蕃仔蕃薯,365
1482,Bang2-a2-hun,Báng-á-hun,Bang2-a2-hun,Báng-á-hun,蚊仔煙,365
1483,Soann-hun-chhau2,Soaⁿ-hun-chháu,Suann-hun-tshau2,Suann-hun-tsháu,山煙草,365
1484,Sinn-mng5-chiong-kun,Siⁿ-mn̂g-chiong-kun,Sinn-mng5-tsiong-kun,Sinn-mn̂g-tsiong-kun,生毛將軍,365
1485,Soann-hoan-a2-hun,Soaⁿ-hoan-á-hun,Suann-huan-a2-hun,Suann-huan-á-hun,山蕃仔煙,365
1486,Thoo2-hun,Thó͘-hun,Thoo2-hun,Thóo-hun,土煙,365
1487,Kim-so2-si5,Kim-só-sî,Kim-so2-si5,Kim-só-sî,金鎖匙,365
1488,Teng7-keng-chhau2,Tēng-keng-chháu,Ting7-king-tshau2,Tīng-king-tsháu,定經草,366
1489,Koe-chih8-hong5,Koe-chi̍h-hông,Kue-tsih8-hong5,Kue-tsi̍h-hông,鷄舌黃,366
1490,Ah-chih8-hong5,Ah-chi̍h-hông,Ah-tsih8-hong5,Ah-tsi̍h-hông,鴨舌黃,366
1491,Ah-bu2-chhau2,Ah-bú-chháu,Ah-bu2-tshau2,Ah-bú-tsháu,鴨母草,366
1492,Teng7-keng-chhau2,Tēng-keng-chháu,Ting7-king-tshau2,Tīng-king-tsháu,定經草,366
1493,Chui2-teng-hong5,Chúi-teng-hông,Tsui2-ting-hong5,Tsuí-ting-hông,水丁黃,366
1494,Chhan5-hiunn-chhau2,Chhân-hiuⁿ-chháu,Tshan5-hiunn-tshau2,Tshân-hiunn-tsháu,田香草,366
1495,Kian3-hong5-hong5,Kiàn-hông-hông,Kian3-hong5-hong5,Kiàn-hông-hông,見紅黃,367
1496,Lak8-kak-teng7-keng-chhau2,La̍k-kak-tēng-keng-chháu,Lak8-kak-ting7-king-tshau2,La̍k-kak-tīng-king-tsháu,六角定經草,367
1497,Gong7-chhiu7,Gōng-chhiū,Gong7-tshiu7,Gōng-tshiū,戇樹,368
1498,Lam5-tau5-ngoo5-tong5,Lâm-tâu-ngô͘-tông,Lam5-tau5-ngoo5-tong5,Lâm-tâu-ngôo-tông,南投梧桐,368
1499,Ngoo5-tong5,Ngô͘-tông,Ngoo5-tong5,Ngôo-tông,梧桐,368
1500,Toa7-gong7-chhiu7,Tōa-gōng-chhiū,Tua7-gong7-tshiu7,Tuā-gōng-tshiū,大戇樹,368
1501,Ngoo5-tong5,Ngô͘-tông,Ngoo5-tong5,Ngôo-tông,梧桐,368
1502,Peh8-tong5,Pe̍h-tông,Peh8-tong5,Pe̍h-tông,白桐,368
1503,Gong7-chhiu7,Gōng-chhiū,Gong7-tshiu7,Gōng-tshiū,戇樹,368
1504,To2-toe7-gia5-kang,Tó-tōe-giâ-kang,To2-tue7-gia5-kang,Tó-tuē-giâ-kang,倒地蜈蚣,369
1505,Teng3-toe7-gia5-kang,Tèng-tōe-giâ-kang,Ting3-tue7-gia5-kang,Tìng-tuē-giâ-kang,釘地蜈蚣,369
1506,Soann-koah-chhai3,Soaⁿ-koah-chhài,Suann-kuah-tshai3,Suann-kuah-tshài,山葛菜,370
1507,Soann-chhai3-tau7,Soaⁿ-chhài-tāu,Suann-tshai3-tau7,Suann-tshài-tāu,山菜豆,371
1508,Soann-khoo2-leng7,Soaⁿ-khó͘-lēng,Suann-khoo2-ling7,Suann-khóo-līng,山苦楝,371
1509,Khoo2-leng7-ku7,Khó͘-lēng-kū,Khoo2-ling7-ku7,Khóo-līng-kū,苦楝舅,371
1510,Peh8-moa5,Pe̍h-môa,Peh8-mua5,Pe̍h-muâ,白麻,371
1511,Oo-moa5,O͘-môa,Oo-mua5,Oo-muâ,烏麻,371
1512,Chi-moa5,Chi-môa,Tsi-mua5,Tsi-muâ,芝麻,371
1513,Iu5-moa5,Iû-môa,Iu5-mua5,Iû-muâ,油麻,371
1514,Kim-so2-si5,Kim-só-sî,Kim-so2-si5,Kim-só-sî,金鎖匙,371
1515,Te5-si5-hong5,Tê-sî-hông,Te5-si5-hong5,Tê-sî-hông,茶匙黃,371
1516,Oo7-koo-chhau2,Ō͘-ko͘-chháu,Oo7-koo-tshau2,Ōo-koo-tsháu,芋菰草,371
1517,Kim-hi5-chhau2,Kim-hî-chháu,Kim-hi5-tshau2,Kim-hî-tsháu,金魚草,373
1518,Chit-a2-tann2,Chit-á-táⁿ,Tsit-a2-tann2,Tsit-á-tánn,鯽仔膽,375
1519,Lak8-kak-eng,La̍k-kak-eng,Lak8-kak-ing,La̍k-kak-ing,六角英,375
1520,Chiam-be2-hong,Chiam-bé-hong,Tsiam-be2-hong,Tsiam-bé-hong,尖尾峯,375
1521,Tek8-lan5,Te̍k-lân,Tik8-lan5,Ti̍k-lân,澤蘭,375
1522,Chhu2-be2-hong5,Chhú-bé-hông,Tshu2-be2-hong5,Tshú-bé-hông,鼠尾紅,375
1523,Sio2-chhu2-be2-hong5,Sió-chhú-bé-hông,Sio2-tshu2-be2-hong5,Sió-tshú-bé-hông,小鼠尾黃,375
1524,Beh-sui7-hong,Beh-sūi-hong,Beh-sui7-hong,Beh-suī-hong,麥穗黃,375
1525,Hong7-be2-hong5,Hōng-bé-hông,Hong7-be2-hong5,Hōng-bé-hông,鳳尾黃,375
1526,Chhu2-kun-hong5,Chhú-kun-hông,Tshu2-kun-hong5,Tshú-kun-hông,鼠筋黃,375
1527,Chhu2-be2-hong5,Chhú-bé-hông,Tshu2-be2-hong5,Tshú-bé-hông,鼠尾黃,376
1528,Soann-chhinn,Soaⁿ-chhiⁿ,Suann-tshinn,Suann-tshinn,山菁,376
1529,Toa7-chhinn,Tōa-chhiⁿ,Tua7-tshinn,Tuā-tshinn,大菁,376
1530,Khoo2-na5-poann5,Khó͘-nâ-pôaⁿ,Khoo2-na5-puann5,Khóo-nâ-puânn,苦藍盤,377
1531,Tinn-a2-poann5,Tiⁿ-á-pôaⁿ,Tinn-a2-puann5,Tinn-á-puânn,甜仔盤,377
1532,Gi7-na5-poann5,Gī-nâ-pôaⁿ,Gi7-na5-puann5,Gī-nâ-puânn,義藍盤,377
1533,Ku-chian5-chhau2,Ku-chiân-chháu,Ku-tsian5-tshau2,Ku-tsiân-tsháu,車前草,377
1534,Goo7-kun-chhau2,Gō͘-kun-chháu,Goo7-kun-tshau2,Gōo-kun-tsháu,五根草,377
1535,Ah-chih-hong5,Ah-chih-hông,Ah-tsih-hong5,Ah-tsih-hông,鴨舌黃,377
1536,Te5-si5-hong5,Tê-sî-hông,Te5-si5-hong5,Tê-sî-hông,茶匙黃,377
1537,Hoo2-chhi3,Hó͘-chhì,Hoo2-tshi3,Hóo-tshì,虎刺,379
1538,Kau2-kut-á,Káu-kut-á,Kau2-kut-á,Káu-kut-á,狗骨仔,379
1539,Soann-ng5-ki,Soaⁿ-n̂g-ki,Suann-ng5-ki,Suann-n̂g-ki,山黃枝,380
1540,Soann-ng5-kinn,Soaⁿ-n̂g-kiⁿ,Suann-ng5-kinn,Suann-n̂g-kinn,山黃梔,380
1541,Ng5-ki-hoe,N̂g-ki-hoe,Ng5-ki-hue,N̂g-ki-hue,黃枝花,380
1542,Ng5-ki,N̂g-ki,Ng5-ki,N̂g-ki,黃枝,380
1543,Peh8-jin5,Pe̍h-jîn,Peh8-jin5,Pe̍h-jîn,白仁,380
1544,Peh8-lin5,Pe̍h-lîn,Peh8-lin5,Pe̍h-lîn,白隣,380
1545,Sian7-pok8,Siān-po̍k,Sian7-pok8,Siān-po̍k,善薄,380
1546,Su3-kui3-ng5-ki,Sù-kùi-n̂g-ki,Su3-kui3-ng5-ki,Sù-kuì-n̂g-ki,四季黃枝,381
1547,Kau2-kut-siau,Káu-kut-siau,Kau2-kut-siau,Káu-kut-siau,狗骨消,381
1548,Sian-tan,Sian-tan,Sian-tan,Sian-tan,仙丹,381
1549,Chui2-tang-koe,Chúi-tang-koe,Tsui2-tang-kue,Tsuí-tang-kue,水冬瓜,382
1550,Lai5-a2,Lâi-á,Lai5-a2,Lâi-á,梨仔,383
1551,Lam2-jin5-ku7,Lám-jîn-kū,Lam2-jin5-ku7,Lám-jîn-kū,欖仁舅,383
1552,Leng5-thoo3-chu,Lêng-thò͘-chu,Ling5-thoo3-tsu,Lîng-thòo-tsu,龍吐珠,384
1553,Chu-a2-chhau2,Chu-á-chháu,Tsu-a2-tshau2,Tsu-á-tsháu,珠仔草,384
1554,Teng7-keng-chhau2,Tēng-keng-chháu,Ting7-king-tshau2,Tīng-king-tsháu,定經草,384
1555,Koe-chi-chhau2,Koe-chi-chháu,Kue-tsi-tshau2,Kue-tsi-tsháu,瓜子草,384
1556,Kau-tin5,Kau-tîn,Kau-tin5,Kau-tîn,鈎藤,385
1557,To3-tiau3-hong,Tò-tiàu-hong,To3-tiau3-hong,Tò-tiàu-hong,倒？風,385
1558,Koe-sai2-tin5,Koe-sái-tîn,Kue-sai2-tin5,Kue-sái-tîn,鷄屎藤,385
1559,Koe-phang-tin5,Koe-phang-tîn,Kue-phang-tin5,Kue-phang-tîn,鷄香藤,385
1560,Peh8-koe-sai2-tin5,Pe̍h-koe-sái-tîn,Peh8-kue-sai2-tin5,Pe̍h-kue-sái-tîn,白鷄屎藤,385
1561,Khinn5-piah-leng5,Khîⁿ-piah-lêng,Khinn5-piah-ling5,Khînn-piah-lîng,？壁龍,386
1562,Hong-put-tong7-tin5,Hong-put-tōng-tîn,Hong-put-tong7-tin5,Hong-put-tōng-tîn,風不動藤,386
1563,Chhi3-a2,Chhì-á,Tshi3-a2,Tshì-á,刺仔,386
1564,Ang5-tin5-a2-chhau2,Âng-tîn-á-chháu,Ang5-tin5-a2-tshau2,Âng-tîn-á-tsháu,紅藤仔草,386
1565,Ang5-kun-a2-chhau2,Âng-kun-á-chháu,Ang5-kun-a2-tshau2,Âng-kun-á-tsháu,紅根仔草,386
1566,Kim-kiam3-chhau2,Kim-kiàm-chháu,Kim-kiam3-tshau2,Kim-kiàm-tsháu,金劍草,386
1567,Phun3-seh,Phùn-seh,Phun3-seh,Phùn-seh,噴雪,387
1568,Chui2-kim-kiann,Chúi-kim-kiaⁿ,Tsui2-kim-kiann,Tsuí-kim-kiann,水金京、水金驚,387
1569,Chui2-hun5-a2,Chúi-hûn-á,Tsui2-hun5-a2,Tsuí-hûn-á,水魂仔,387
1570,Chui2-kim-tiann7,Chúi-kim-tiāⁿ,Tsui2-kim-tiann7,Tsuí-kim-tiānn,水金定,387
1571,Phann3-kut-siau,Phàⁿ-kut-siau,Phann3-kut-siau,Phànn-kut-siau,？骨消,388
1572,Chhit-hioh8-lian5,Chhit-hio̍h-liân,Tshit-hioh8-lian5,Tshit-hio̍h-liân,七葉蓮,388
1573,Kim-gun5-hoe,Kim-gûn-hoe,Kim-gun5-hue,Kim-gûn-hue,金銀花,388
1574,Jim2-tang-tin5,Jím-tang-tîn,Jim2-tang-tin5,Jím-tang-tîn,忍冬藤,388
1575,Su3-si5-chhun,Sù-sî-chhun,Su3-si5-tshun,Sù-sî-tshun,四時春,388
1576,Soann-ti-bah,Soaⁿ-ti-bah,Suann-ti-bah,Suann-ti-bah,山豬肉,388
1577,Ang5-chi2-a2,Âng-chí-á,Ang5-tsi2-a2,Âng-tsí-á,紅子仔,389
1578,Chhoan-san-liong5,Chhoan-san-liông,Tshuan-san-liong5,Tshuan-san-liông,穿山龍,391
1579,Tang-koe,Tang-koe,Tang-kue,Tang-kue,冬瓜、苳瓜,391
1580,Si-koe,Si-koe,Si-kue,Si-kue,西瓜,392
1581,Am-koe,Am-koe,Am-kue,Am-kue,菴瓜、庵瓜,392
1582,Chhi2-koe,Chhí-koe,Tshi2-kue,Tshí-kue,刺瓜、莿瓜,392
1583,Kim-koe,Kim-koe,Kim-kue,Kim-kue,金瓜,392
1584,Kim-koe,Kim-koe,Kim-kue,Kim-kue,金瓜,393
1585,Kim-si-goo2-jiau2-leng5,Kim-si-gó͘-jiáu-lêng,Kim-si-goo2-jiau2-ling5,Kim-si-góo-jiáu-lîng,金絲五爪龍,393
1586,Leng5-chhiu-tin5,Lêng-chhiu-tîn,Ling5-tshiu-tin5,Lîng-tshiu-tîn,龍鬚藤,393
1587,Goo2-jiau2-hun2-tin5,Gó͘-jiáu-hún-tîn,Goo2-jiau2-hun2-tin5,Góo-jiáu-hún-tîn,五爪粉藤,393
1588,Pu5-a2,Pû-á,Pu5-a2,Pû-á,匏仔,393
1589,Ho5-loo5-pu5,Hô-lô͘-pû,Ho5-loo5-pu5,Hô-lôo-pû,葫蘆匏,393
1590,Chhai3-koe,Chhài-koe,Tshai3-kue,Tshài-kue,菜瓜,393
1591,Si-koe,Si-koe,Si-kue,Si-kue,絲瓜,393
1592,To3-tiau3-kim-cheng,Tò-tiàu-kim-cheng,To3-tiau3-kim-tsing,Tò-tiàu-kim-tsing,倒？金鐘,394
1593,Soann-chhi3-koe,Soaⁿ-chhì-koe,Suann-tshi3-kue,Suann-tshì-kue,山刺瓜,394
1594,Khoo2-koe,Khó͘-koe,Khoo2-kue,Khóo-kue,苦瓜,394
1595,Chhau3-sai2-koe,Chhàu-sái-koe,Tshau3-sai2-kue,Tshàu-sái-kue,臭屎瓜,394
1596,Na5-tau5-koo,Nâ-tâu-ko͘,Na5-tau5-koo,Nâ-tâu-koo,林投菰,394
1597,Bok8-pih-chu2,Bo̍k-pih-chú,Bok8-pih-tsu2,Bo̍k-pih-tsú,木鼈子,394
1598,Thian-chhau2,Thian-chháu,Thian-tshau2,Thian-tsháu,天草,394
1599,Kau2-sai2-koe,Káu-sái-koe,Kau2-sai2-kue,Káu-sái-kue,狗屎瓜,394
1600,Chhau3-koe,Chhàu-koe,Tshau3-kue,Tshàu-kue,臭瓜,394
1601,Kau2-sai2-koe,Káu-sái-koe,Kau2-sai2-kue,Káu-sái-kue,狗屎瓜,395
1602,Chui2-sian-hoe-chhau2,Chúi-sian-hoe-chháu,Tsui2-sian-hue-tshau2,Tsuí-sian-hue-tsháu,水仙花草,397
1603,Liam-lat8-a2-chhau2,Liam-la̍t-á-chháu,Liam-lat8-a2-tshau2,Liam-la̍t-á-tsháu,拈力仔草,397
1604,Chui2-chhau2,Chúi-chháu,Tsui2-tshau2,Tsuí-tsháu,水草,397
1605,Soe3-hioh8-chui2-chhau2,Sòe-hio̍h-chúi-chháu,Sue3-hioh8-tsui2-tshau2,Suè-hio̍h-tsuí-tsháu,細葉水草,397
1606,Si3-hioh8-chi2-soo,Sì-hio̍h-chí-so͘,Si3-hioh8-tsi2-soo,Sì-hio̍h-tsí-soo,四葉紫蘇,398
1607,Tek-chat-hong5,Tek-chat-hông,Tik-tsat-hong5,Tik-tsat-hông,竹節黃,398
1608,Lam5-hong-chhau2,Lâm-hong-chháu,Lam5-hong-tshau2,Lâm-hong-tsháu,南風草,398
1609,It-ki-hiunn,It-ki-hiuⁿ,It-ki-hiunn,It-ki-hiunn,一枝香,398
1610,Liu2-a2-hong5,Liú-á-hông,Liu2-a2-hong5,Liú-á-hông,柳仔黃,398
1611,Soe3-pun2-chhan5-inn-png7,Sòe-pún-chhân-iⁿ-pn̄g,Sue3-pun2-tshan5-inn-png7,Suè-pún-tshân-inn-pn̄g,細本蜻蜓飯,398
1612,Bang2-a2-hun-chhau2,Báng-á-hun-chháu,Bang2-a2-hun-tshau2,Báng-á-hun-tsháu,蚊仔煙草,400
1613,Chhinn-o-chhau2,Chhiⁿ-o-chháu,Tshinn-o-tshau2,Tshinn-o-tsháu,青萵草,400
1614,Chhinn-o,Chhiⁿ-o,Tshinn-o,Tshinn-o,青荷,400
1615,Chin-chu-chhai3,Chin-chu-chhài,Tsin-tsu-tshai3,Tsin-tsu-tshài,珍珠菜、真珠菜,400
1616,Kak-chhai3,Kak-chhài,Kak-tshai3,Kak-tshài,角菜,400
1617,Tinn-chhai3,Tiⁿ-chhài,Tinn-tshai3,Tinn-tshài,甜菜,400
1618,Hiann7,Hiāⁿ,Hiann7,Hiānn,艾,401
1619,Ki5-gai7,Kî-gāi,Ki5-gai7,Kî-gāi,祈艾,401
1620,Siong-sit8-chhau2,Siong-si̍t-chháu,Siong-sit8-tshau2,Siong-si̍t-tsháu,傷食草,401
1621,Khui-pi5-chhau2,Khui-pî-chháu,Khui-pi5-tshau2,Khui-pî-tsháu,開脾草,401
1622,Thih-tio3-koann,Thih-tiò-koaⁿ,Thih-tio3-kuann,Thih-tiò-kuann,鐵釣竿,402
1623,Soann-khoo2-leng7,Soaⁿ-khó͘-lēng,Suann-khoo2-ling7,Suann-khóo-līng,山苦楝,402
1624,Ham5-hong-chhau2,Hâm-hong-chháu,Ham5-hong-tshau2,Hâm-hong-tsháu,咸豐草,402
1625,Tong5-ti7-chhau2,Tông-tī-chháu,Tong5-ti7-tshau2,Tông-tī-tsháu,同治草,402
1626,Tai7-hong-chhau2,Tāi-hong-chháu,Tai7-hong-tshau2,Tāi-hong-tsháu,大楓草、大風草,403
1627,Tai7-teng-hong5,Tāi-teng-hông,Tai7-ting-hong5,Tāi-ting-hông,大丁黃,403
1628,Tai7-hong5-chhau2,Tāi-hông-chháu,Tai7-hong5-tshau2,Tāi-hông-tsháu,大黃草,403
1629,Koa3-chhiu2-hiunn,Kòa-chhiú-hiuⁿ,Kua3-tshiu2-hiunn,Kuà-tshiú-hiunn,蓋手香,403
1630,Sann-liam7-chhau2,Saⁿ-liām-chháu,Sann-liam7-tshau2,Sann-liām-tsháu,三？草,403
1631,Sinn-mng5-chiong-kun,Siⁿ-mn̂g-chiong-kun,Sinn-mng5-tsiong-kun,Sinn-mn̂g-tsiong-kun,生毛將軍,403
1632,Soann-peh8-chhai3,Soaⁿ-pe̍h-chhài,Suann-peh8-tshai3,Suann-pe̍h-tshài,山白菜,403
1633,Chau2-be2-thai,Cháu-bé-thai,Tsau2-be2-thai,Tsáu-bé-thai,走馬胎,404
1634,Sang-hap8-kiam3-hioh8-chhau2,Sang-ha̍p-kiàm-hio̍h-chháu,Sang-hap8-kiam3-hioh8-tshau2,Sang-ha̍p-kiàm-hio̍h-tsháu,雙合劍葉草,404
1635,Mng5-chiong-kun,Mn̂g-chiong-kun,Mng5-tsiong-kun,Mn̂g-tsiong-kun,毛將軍,404
1636,Thoo3-hi7-chhau2,Thò͘-hī-chháu,Thoo3-hi7-tshau2,Thòo-hī-tsháu,兔耳草,404
1637,Kim-choann2,Kim-chóaⁿ,Kim-tsuann2,Kim-tsuánn,金盞,404
1638,Chu-a2-chhau2,Chu-á-chháu,Tsu-a2-tshau2,Tsu-á-tsháu,珠仔草,405
1639,Moa2-thian-seng,Móa-thian-seng,Mua2-thian-sing,Muá-thian-sing,滿天星,405
1640,Iah8-a2-chhau2,Ia̍h-á-chháu,Iah8-a2-tshau2,Ia̍h-á-tsháu,蝶仔草,405
1641,Peh8-kiok-hoe,Pe̍h-kiok-hoe,Peh8-kiok-hue,Pe̍h-kiok-hue,白菊花,405
1642,Kiok-a2,Kiok-á,Kiok-a2,Kiok-á,菊仔,406
1643,Kiok-hoe,Kiok-hoe,Kiok-hue,Kiok-hue,菊花,406
1644,Kak-hoe,Kak-hoe,Kak-hue,Kak-hue,菊花,406
1645,Tang-e-chhai3,Tang-e-chhài,Tang-e-tshai3,Tang-e-tshài,苳萵菜,406
1646,Tang5-o-chhai3,Tâng-o-chhài,Tang5-o-tshai3,Tâng-o-tshài,茼萵菜,406
1647,Phah-boo2-chhai3,Phah-bó͘-chhài,Phah-boo2-tshai3,Phah-bóo-tshài,打妻菜,406
1648,Tang-o,Tang-o,Tang-o,Tang-o,茼萵,406
1649,Koe-ke3-kng2,Koe-kè-kńg,Kue-ke3-kng2,Kue-kè-kńg,雞？卷,406
1650,Koe-kak-chhi3,Koe-kak-chhì,Kue-kak-tshi3,Kue-kak-tshì,雞？刺,406
1651,Soann-koa3-chhai3,Soaⁿ-kòa-chhài,Suann-kua3-tshai3,Suann-kuà-tshài,山芥菜,408
1652,Soann-kun-leng5,Soaⁿ-kun-lêng,Suann-kun-ling5,Suann-kun-lîng,山根龍,408
1653,Soann-koe-chhai3,Soaⁿ-koe-chhài,Suann-kue-tshai3,Suann-kue-tshài,山瓜菜,408
1654,Soann-pe-leng5,Soaⁿ-pe-lêng,Suann-pe-ling5,Suann-pe-lîng,山菠薐,408
1655,Tau3-piah-hong5,Tàu-piah-hông,Tau3-piah-hong5,Tàu-piah-hông,罩壁黃,408
1656,Phu5-iong5,Phû-iông,Phu5-iong5,Phû-iông,芙蓉,408
1657,Ti-chhai3-chhau2,Ti-chhài-chháu,Ti-tshai3-tshau2,Ti-tshài-tsháu,豬菜草,408
1658,Soe3-ho7-liam-lat8-a2,Sòe-hō-liam-la̍t-á,Sue3-ho7-liam-lat8-a2,Suè-hō-liam-la̍t-á,細號拈力仔,408
1659,Chhan5-oo-chhau2,Chhân-o͘-chháu,Tshan5-oo-tshau2,Tshân-oo-tsháu,田烏草,408
1660,Oo-chhan5-oo,O͘-chhân-o͘,Oo-tshan5-oo,Oo-tshân-oo,烏田烏,408
1661,Chhan5-oo-a2-chhau2,Chhân-o͘-á-chháu,Tshan5-oo-a2-tshau2,Tshân-oo-á-tsháu,田烏仔草,408
1662,Peh8-teng-khia7-u,Pe̍h-teng-khiā-u,Peh8-ting-khia7-u,Pe̍h-ting-khiā-u,白登竪杇,408
1663,Ham5-hong-chhau2,Hâm-hong-chháu,Ham5-hong-tshau2,Hâm-hong-tsháu,咸豐草,408
1664,Teng-khia7-u,Teng-khiā-u,Ting-khia7-u,Ting-khiā-u,登竪杇,409
1665,Ang5-teng-khia7-u,Âng-teng-khiā-u,Ang5-ting-khia7-u,Âng-ting-khiā-u,紅登竪杇,409
1666,Soe3-pun2-teng-khia7-u,Sòe-pún-teng-khiā-u,Sue3-pun2-ting-khia7-u,Suè-pún-ting-khiā-u,細本登竪杇,409
1667,Hioh8-e7-ang5,Hio̍h-ē-âng,Hioh8-e7-ang5,Hio̍h-ē-âng,葉下紅,409
1668,Siau-sit-chhau2,Siau-sit-chháu,Siau-sit-tshau2,Siau-sit-tsháu,？？草,409
1669,Hiunn-chhau2,Hiuⁿ-chháu,Hiunn-tshau2,Hiunn-tsháu,香草,410
1670,Phang-chhau2,Phang-chháu,Phang-tshau2,Phang-tsháu,香草,410
1671,Peh8-hoe-a2-chhau2,Pe̍h-hoe-á-chháu,Peh8-hue-a2-tshau2,Pe̍h-hue-á-tsháu,白花仔草,410
1672,Toa7-peh8-hoe,Tōa-pe̍h-hoe,Tua7-peh8-hue,Tuā-pe̍h-hue,大白花,410
1673,Toa7-pun2-peh8-hoe-a2-chhau2,Tōa-pún-pe̍h-hoe-á-chháu,Tua7-pun2-peh8-hue-a2-tshau2,Tuā-pún-pe̍h-hue-á-tsháu,大本白花仔草,410
1674,Lak8-geh8-seh,La̍k-ge̍h-seh,Lak8-geh8-seh,La̍k-ge̍h-seh,六月雪,410
1675,Chiam-be2-hong,Chiam-bé-hong,Tsiam-be2-hong,Tsiam-bé-hong,尖尾風,410
1676,Tek8-lan5-chhau2,Te̍k-lân-chháu,Tek8-lan5-tshau2,Te̍k-lân-tsháu,澤蘭草,410
1677,Pan-tek-siunn-si,Pan-tek-siuⁿ-si,Pan-tik-siunn-si,Pan-tik-siunn-si,班竹相思,410
1678,Soann-tek8-lan5,Soaⁿ-te̍k-lân,Suann-tik8-lan5,Suann-ti̍k-lân,山澤蘭,410
1679,Sim-kong-chhau2,Sim-kong-chháu,Sim-kong-tshau2,Sim-kong-tsháu,心廣草,410
1680,Tek8-lan5,Te̍k-lân,Tik8-lan5,Ti̍k-lân,澤蘭,410
1681,Hiong-ju5,Hiong-jû,Hiong-ju5,Hiong-jû,香茹,411
1682,Ang5-bin7-hoan,Âng-bīn-hoan,Ang5-bin7-huan,Âng-bīn-huan,紅面番,411
1683,Chhu2-khak-ku7,Chhú-khak-kū,Tshu2-khak-ku7,Tshú-khak-kū,鼠殼舅、鼠麴舅,411
1684,Chheng-beng5-chhau2,Chheng-bêng-chháu,Tshing-bing5-tshau2,Tshing-bîng-tsháu,清明草,411
1685,Chhu2-khak,Chhú-khak,Tshu2-khak,Tshú-khak,鼠麴,411
1686,Chhu2-khak-chhau2,Chhú-khak-chháu,Tshu2-khak-tshau2,Tshú-khak-tsháu,鼠麴草,411
1687,Ang5-chhai3,Âng-chhài,Ang5-tshai3,Âng-tshài,紅菜,412
1688,Ang5-hong7-chhai3,Âng-hōng-chhài,Ang5-hong7-tshai3,Âng-hōng-tshài,紅鳳菜,412
1689,Peh8-hong7-chhai3,Pe̍h-hōng-chhài,Peh8-hong7-tshai3,Pe̍h-hōng-tshài,白鳳菜,412
1690,Hiong3-jit8-kui5,Hiòng-ji̍t-kûi,Hiong3-jit8-kui5,Hiòng-ji̍t-kuî,向日葵,412
1691,Gia5-a2-chhau2,Giâ-á-chháu,Gia5-a2-tshau2,Giâ-á-tsháu,鵞仔草,413
1692,Thoo3-a2-chhai3,Thò͘-á-chhài,Thoo3-a2-tshai3,Thòo-á-tshài,兔仔草,413
1693,Poo5-kong-eng,Pô͘-kong-eng,Poo5-kong-ing,Pôo-kong-ing,蒲公英,413
1694,Sio2-kim-eng,Sió-kim-eng,Sio2-kim-ing,Sió-kim-ing,小金英,413
1695,Gia5-a2-chhài,Giâ-á-chhài,Gia5-a2-tshài,Giâ-á-tshài,鵞仔菜,413
1696,Eng-a2-chhau2,Eng-á-chháu,Ing-a2-tshau2,Ing-á-tsháu,英仔草,413
1697,Gia5-a2-chhau2,Giâ-á-chháu,Gia5-a2-tshau2,Giâ-á-tsháu,鵞仔草,414
1698,Poo5-kong-eng,Pô͘-kong-eng,Poo5-kong-ing,Pôo-kong-ing,蒲公英,414
