"DictWordID","PojUnicode","PojInput","KipUnicode","KipInput","HanLoTaibunPoj","HanLoTaibunKip","HoaBun","DataProvidedBy"
"7940","piān-nā-sī","pian7-na7-si7","piān-nā-sī","pian7-na7-si7","便若是","便若是","即是","Chenwujack Chen"
"7941","hoân-nā-sī","hoan5-na7-si7","huân-nā-sī","huan5-na7-si7","凡若是","凡若是","即是","Chenwujack Chen"
"7942","khòaⁿ-māi","khoann3-mai7","khuànn-māi","khuann3-mai7","看覓","看覓","看樣子","Chenwujack Chen"
"7943","khó-í","kho2-i2","khó-í","kho2-i2","可以","可以","無妨","Chenwujack Chen"
"7944","ē-thang","e7-thang","ē-thang","e7-thang","會通","會通","可以","Chenwujack Chen"
"7945","káⁿ-sī","kann2-si7","kánn-sī","kann2-si7","敢是","敢是","豈是","Chenwujack Chen"
"7946","khah-sī","khah-si7","khah-sī","khah-si7","較是","較是","正巧是","Chenwujack Chen"
"7947","pēng-chhiáⁿ","peng7-chhiann2","pīng-tshiánn","ping7-tshiann2","並且","並且","還要","Chenwujack Chen"
"7948","jî-chhiáⁿ","ji5-chhiann2","jî-tshiánn","ji5-tshiann2","而且","而且","但是","Chenwujack Chen"
"7949","siōng-chhiáⁿ","siong7-chhiann2","siōng-tshiánn","siong7-tshiann2","尚且","尚且","但是","Chenwujack Chen"
"7950","káⁿ-tān","kann2-tan7","kánn-tān","kann2-tan7","敢但","敢但","不但","Chenwujack Chen"
"7951","m̄-chí","m7-chi2","m̄-tsí","m7-tsi2","毋止","毋止","不但","Chenwujack Chen"
"7952","m̄-niā","m7-nia7","m̄-niā","m7-nia7","毋爾","毋爾","不止","Chenwujack Chen"
"7953","m̄-chí","m7-chi2","m̄-tsí","m7-tsi2","毋止","毋止","不只","Chenwujack Chen"
"7954","m̄-niā","m7-nia7","m̄-niā","m7-nia7","毋爾","毋爾","不只","Chenwujack Chen"
"7955","bô-káⁿ-tēng","bo5-kann2-teng7","bô-kánn-tīng","bo5-kann2-ting7","無敢定","無敢定","不只","Chenwujack Chen"
"7956","tān-tān","tan7-tan7","tān-tān","tan7-tan7","但但","但但","只是","Chenwujack Chen"
"7957","chóng-sī","chong2-si7","tsóng-sī","tsong2-si7","總是","總是","可是","Chenwujack Chen"
"7958","khiok-sī","khiok-si7","khiok-sī","khiok-si7","卻是","卻是","只是","Chenwujack Chen"
"7959","tān-chāi","tan7-chai7","tān-tsāi","tan7-tsai7","但在","但在","只需","Chenwujack Chen"
"7960","ū-kàu-thang","u7-kau3-thang","ū-kàu-thang","u7-kau3-thang","有夠通","有夠通","足以","Chenwujack Chen"
"7961","éng-ē","eng2-e7","íng-ē","ing2-e7","永會","永會","總會","Chenwujack Chen"
"7962","put-tit-put","put-tit-put","put-tit-put","put-tit-put","不得不","不得不","只得","Chenwujack Chen"
"7963","hòng-chhiáⁿ","hong3-chhiann2","hòng-tshiánn","hong3-tshiann2","況且","況且","何況","Chenwujack Chen"
"7964","chìn-chi̍t-pō͘","chin3-chit8-poo7","tsìn-tsi̍t-pōo","tsin3-tsit8-poo7","進一步","進一步","前進一步","Chenwujack Chen"
"7965","m̄-kóng-sī","m7-kong2-si7","m̄-kóng-sī","m7-kong2-si7","毋講是","毋講是","更進一步","Chenwujack Chen"
"7966","put-pí","put-pi2","put-pí","put-pi2","不比","不比","不像","Chenwujack Chen"
"7967","put-jû","put-ju5","put-jû","put-ju5","不如","不如","寧可","Chenwujack Chen"
"7968","bē-thang","be7-thang","bē-thang","be7-thang","袂通","袂通","不可以","Chenwujack Chen"
"7969","bô-thang","bo5-thang","bô-thang","bo5-thang","無通","無通","不可以","Chenwujack Chen"
"7970","bē-kàu","be7-kau3","bē-kàu","be7-kau3","未到","未到","還未到","Chenwujack Chen"
"7971","hō͘-lâng","hoo7-lang5","hōo-lâng","hoo7-lang5","予人","予人","給人","Chenwujack Chen"
"7972","koh-chài","koh-chai3","koh-tsài","koh-tsai3","閣再","閣再","又再","Chenwujack Chen"
"7973","lám-teh-thiáu","lam2-teh-thiau2","lám-teh-thiáu","lam2-teh-thiau2","攬咧跳","攬咧跳","交際舞","Chenwujack Chen"
"7974","thài-sòe chheⁿ","thai3-soe3 chhenn","thài-suè tshenn","thai3-sue3 tshenn","太歲星","太歲星","木星","Chenwujack Chen"
"7975","kim-o͘","kim-oo","kim-oo","kim-oo","金烏","金烏","太陽","Chenwujack Chen"
"7976","sîn-chheⁿ","sin5-chhenn","sîn-tshenn","sin5-tshenn","辰星","辰星","水星","Chenwujack Chen"
"7977","tìn-chheⁿ","tin3-chhenn","tìn-tshenn","tin3-tshenn","鎮星","鎮星","土星","Chenwujack Chen"
"7978","hô-kiàⁿ-thang","ho5-kiann3-thang","hô-kiànn-thang","ho5-kiann3-thang","蠔鏡窗","蠔鏡窗","海蝕洞","Chenwujack Chen"
"7979","tōa-kún-chúi","toa7-kun2-chui2","tuā-kún-tsuí","tua7-kun2-tsui2","大滾水","大滾水","泥火山","Chenwujack Chen"
"7980","kún-chúi-soaⁿ","kun2-chui2-soann","kún-tsuí-suann","kun2-tsui2-suann","滾水山","滾水山","泥火山","Chenwujack Chen"
"7981","Tâi-oân-ōe","Tai5-oan5-oe7","Tâi-uân-uē","Tai5-uan5-ue7","台灣話","台灣話","台語","匿名"
"7982","chio̍h-bó-leng","chioh8-bo2-leng","tsio̍h-bó-ling","tsioh8-bo2-ling","石母奶","石母奶","鐘乳石","Chenwujack Chen"
"7983","chho͘-hoe","chhoo-hoe","tshoo-hue","tshoo-hue","粗花","粗花","粗糖","Chenwujack Chen"
"7984","ke-khì-thn̂g","ke-khi3-thng5","ke-khì-thn̂g","ke-khi3-thng5","機器糖","機器糖","粗糖","Chenwujack Chen"
"7985","phah-hóe hiaⁿ-tī","phah-hoe2 hiann-ti7","phah-hué hiann-tī","phah-hue2 hiann-ti7","拍火兄弟","拍火兄弟","消防隊員","Chenwujack Chen"
"7986","tōa-lâng khí","toa7-lang5 khi2","tuā-lâng khí","tua7-lang5 khi2","大人齒","大人齒","恆牙","Chenwujack Chen"
"7987","gín-á-khí","gin2-a2-khi2","gín-á-khí","gin2-a2-khi2","囡仔齒","囡仔齒","乳牙","Chenwujack Chen"
"7988","âng kam-chià","ang5 kam-chia3","âng kam-tsià","ang5 kam-tsia3","紅甘蔗","紅甘蔗","考試不及格","Chenwujack Chen"
"7989","chúi-kúi-á","chui2-kui2-a2","tsuí-kuí-á","tsui2-kui2-a2","水鬼仔","水鬼仔","蛙兵","Chenwujack Chen"
"7990","pe̍h-mī","peh8-mi7","pe̍h-mī","peh8-mi7","白麵","白麵","陽春麵","Chenwujack Chen"
"7991","kiáⁿ-sun tē","kiann2-sun te7","kiánn-sun tē","kiann2-sun te7","囝孫袋","囝孫袋","睪丸","Chenwujack Chen"
"7992","saⁿ siau chèng","sann siau cheng3","sann siau tsìng","sann siau tsing3","三消症","三消症","糖尿病","Chenwujack Chen"
"7993","kha-chhng-kiû","kha-chhng-kiu5","kha-tshng-kiû","kha-tshng-kiu5","尻川球","尻川球","睪丸","Chenwujack Chen"
"7994","ō͘ thâu","oo7 thau5","ōo thâu","oo7 thau5","芋頭","芋頭","光頭","Chenwujack Chen"
"7995","sng kut-lûn thiàⁿ kut chat","sng kut-lun5 thiann3 kut chat","sng kut-lûn thiànn kut tsat","sng kut-lun5 thiann3 kut tsat","痠骨輪疼骨節","痠骨輪疼骨節","骨頭痠痛","Chenwujack Chen"
"7996","chhàu-ku-á","chhau3-ku-a2","tshàu-ku-á","tshau3-ku-a2","臭龜仔","臭龜仔","冒失鬼","Chenwujack Chen"
"7997","sù-hong chóa","su3-hong choa2","sù-hong tsuá","su3-hong tsua2","四方紙","四方紙","紙盒","Chenwujack Chen"
"7998","sió-pau","sio2-pau","sió-pau","sio2-pau","小包","小包","包裹","Chenwujack Chen"
"7999","Hú- gio̍k","Hu2- giok8","Hú- gio̍k","Hu2- giok8","府玉","府玉","冰糖","Chenwujack Chen"
"8000","chúi-kúi-á-saⁿ","chui2-kui2-a2-sann","tsuí-kuí-á-sann","tsui2-kui2-a2-sann","水鬼仔衫","水鬼仔衫","潛水衣","Chenwujack Chen"
"8001","hái-káu","hai2-kau2","hái-káu","hai2-kau2","海狗","海狗","海豹","Chenwujack Chen"
"8002","peh-kha-hî","peh-kha-hi5","peh-kha-hî","peh-kha-hi5","八跤魚","八跤魚","章魚","Chenwujack Chen"
"8003","sûi-jī-tha̍k","sui5-ji7-thak8","suî-jī-tha̍k","sui5-ji7-thak8","隨字讀","隨字讀","一字一字讀","Chenwujack Chen"
"8004","pòaⁿ-thit-thô","poann3-thit-tho5","puànn-thit-thô","puann3-thit-tho5","半𨑨迌","半𨑨迌","打零工","Chenwujack Chen"
"8005","chia̍h-hó-liāu","chiah8-ho2-liau7","tsia̍h-hó-liāu","tsiah8-ho2-liau7","食好料","食好料","吃大餐","Chenwujack Chen"
"8006","chia̍h-chheⁿ-chhau","chiah8-chhenn-chhau","tsia̍h-tshenn-tshau","tsiah8-tshenn-tshau","食腥臊","食腥臊","吃大餐","Chenwujack Chen"
"8007","chia̍h tōa-toh","chiah8 toa7-toh","tsia̍h tuā-toh","tsiah8 tua7-toh","食大桌","食大桌","吃大餐","Chenwujack Chen"
"8008","chia̍h- tōa- tǹg/chia̍h- tōa-tùiⁿ","chiah8- toa7- tng3/chiah8- toa7-tuinn3","tsia̍h- tuā- tǹg/tsia̍h- tuā-tuìnn","tsiah8- tua7- tng3/tsiah8- tua7-tuinn3","食大頓","食大頓","吃大餐","Chenwujack Chen"
"8009","koe-chí iâm","koe-chi2 iam5","kue-tsí iâm","kue-tsi2 iam5","果子鹽","果子鹽","小蘇打","Chenwujack Chen"
"8010","soaⁿ-niau","soann-niau","suann-niau","suann-niau","山貓","山貓","整地機","Chenwujack Chen"
"8011","chia̍h kam-á","chiah8 kam-a2","tsia̍h kam-á","tsiah8 kam-a2","食柑仔","食柑仔","中國人","Chenwujack Chen"
"8012","khà -ki -á","kha3 -ki -a2","khà -ki -á","kha3 -ki -a2","敲機仔","敲機仔","打手機","Chenwujack Chen"
"8013","kho͘-ki-á","khoo-ki-a2","khoo-ki-á","khoo-ki-a2","呼機仔","呼機仔","打手機","Chenwujack Chen"
"8014","hō͘-sòaⁿ chhiū","hoo7-soann3 chhiu7","hōo-suànn tshiū","hoo7-suann3 tshiu7","雨傘樹","雨傘樹","小葉欖仁","Chenwujack Chen"
"8015","chhàu io̍h-oân-á","chhau3 ioh8-oan5-a2","tshàu io̍h-uân-á","tshau3 ioh8-uan5-a2","臭藥丸仔","臭藥丸仔","征露丸","Chenwujack Chen"
"8016","ke-mo͘-kóng-á","ke-moo-kong2-a2","ke-moo-kóng-á","ke-moo-kong2-a2","雞毛管仔","雞毛管仔","膠囊","Chenwujack Chen"
"8017","hō͘-sòaⁿ-tiàm","hoo7-soann3-tiam3","hōo-suànn-tiàm","hoo7-suann3-tiam3","雨傘店","雨傘店","不定時商店","Chenwujack Chen"
"8018","tāu-chhài gê","tau7-chhai3 ge5","tāu-tshài gê","tau7-tshai3 ge5","豆菜芽","豆菜芽","樂譜","Chenwujack Chen"
"8019","tiān-sòaⁿ phoe","tian7-soann3 phoe","tiān-suànn phue","tian7-suann3 phue","電線批","電線批","電報","Chenwujack Chen"
"8020","chē-kiō","che7-kio7","tsē-kiō","tse7-kio7","坐轎","坐轎","參選","Chenwujack Chen"
"8021","chia̍h to-á-bah","chiah8 to-a2-bah","tsia̍h to-á-bah","tsiah8 to-a2-bah","食刀仔肉","食刀仔肉","手術","Chenwujack Chen"
"8022","khui-to","khui-to","khui-to","khui-to","開刀","開刀","手術","Chenwujack Chen"
"8023","thâi-koah","thai5-koah","thâi-kuah","thai5-kuah","刣割","刣割","手術","Chenwujack Chen"
"8024","pau-tòa","pau-toa3","pau-tuà","pau-tua3","包帶","包帶","繃帶","Chenwujack Chen"
"8025","kún-io̍h-chúi","kun2-ioh8-chui2","kún-io̍h-tsuí","kun2-ioh8-tsui2","滾藥水","滾藥水","雙氧水","Chenwujack Chen"
"8026","ka-kī- nauh","ka-ki7- nauh","ka-kī- nauh","ka-ki7- nauh","家己喃","家己喃","自言自語","匿名"
"8027","lián-chîⁿ","lian2-chinn5","lián-tsînn","lian2-tsinn5","撚錢","撚錢","A錢","Chenwujack Chen"
"8028","oai-ko-chîⁿ","oai-ko-chinn5","uai-ko-tsînn","uai-ko-tsinn5","歪哥錢","歪哥錢","A錢","Chenwujack Chen"
"8029","chi̍t-ê  chi̍t-ê","chit8-e5  chit8-e5","tsi̍t-ê  tsi̍t-ê","tsit8-e5  tsit8-e5","一个一个","一个一个","一一","Chenwujack Chen"
"8030","chi̍t-tiám-tiám-á","chit8-tiam2-tiam2-a2","tsi̍t-tiám-tiám-á","tsit8-tiam2-tiam2-a2","一點點仔","一點點仔","一丁點兒","Chenwujack Chen"
"8031","chi̍t-phí-phí-á","chit8-phi2-phi2-a2","tsi̍t-phí-phí-á","tsit8-phi2-phi2-a2","一庀庀仔","一庀庀仔","一丁點兒","Chenwujack Chen"
"8032","bān-sū sià-lo̍h tōa-hái","ban7-su7 sia3-loh8 toa7-hai2","bān-sū sià-lo̍h tuā-hái","ban7-su7 sia3-loh8 tua7-hai2","萬事卸落大海","萬事卸落大海","一了百了","Chenwujack Chen"
"8033","chi̍t-lâng kóng chi̍t-ōe","chit8-lang5 kong2 chit8-oe7","tsi̍t-lâng kóng tsi̍t-uē","tsit8-lang5 kong2 tsit8-ue7","一人講一話","一人講一話","一人一把號，各吹各的調","Chenwujack Chen"
"8034","cha̍p-chhe kiam koán-ke","chap8-chhe kiam koan2-ke","tsa̍p-tshe kiam kuán-ke","tsap8-tshe kiam kuan2-ke","雜差兼管家","雜差兼管家","一人班","Chenwujack Chen"
"8035","hāu-tiúⁿ kiam kòng-cheng","hau7-tiunn2 kiam kong3-cheng","hāu-tiúnn kiam kòng-tsing","hau7-tiunn2 kiam kong3-tsing","校長兼摃鐘","校長兼摃鐘","一人班","Chenwujack Chen"
"8036","chi̍t-ē-á-kiáⁿ","chit8-e7-a2-kiann2","tsi̍t-ē-á-kiánn","tsit8-e7-a2-kiann2","一下子囝","一下子囝","一下子","Chenwujack Chen"
"8037","chò chi̍t-chhùi","cho3 chit8-chhui3","tsò tsi̍t-tshuì","tso3 tsit8-tshui3","做一喙","做一喙","一口吞下","Chenwujack Chen"
"8038","kap chi̍t-ē thun-lo̍h","kap chit8-e7 thun-loh8","kap tsi̍t-ē thun-lo̍h","kap tsit8-e7 thun-loh8","合一下吞落","合一下吞落","一口吞下","Chenwujack Chen"
"8039","chi̍t-chhùi-khùi","chit8-chhui3-khui3","tsi̍t-tshuì-khuì","tsit8-tshui3-khui3","一喙氣","一喙氣","一口氣","Chenwujack Chen"
"8040","it-má kòa siang oaⁿ","it-ma2 koa3 siang oann","it-má kuà siang uann","it-ma2 kua3 siang uann","一馬掛雙鞍","一馬掛雙鞍","一女事二夫","Chenwujack Chen"
"8041","chi̍t-ê cha-bó͘-kiáⁿ ín nn̄g-ê chhin-chiâⁿ","chit8-e5 cha-boo2-kiann2 in2 nng7-e5 chhin-chiann5","tsi̍t-ê tsa-bóo-kiánn ín nn̄g-ê tshin-tsiânn","tsit8-e5 tsa-boo2-kiann2 in2 nng7-e5 tshin-tsiann5","一个查某囝允兩个親情","一个查某囝允兩个親情","一女事二夫","Chenwujack Chen"
"8042","chi̍t-chhok-á","chit8-chhok-a2","tsi̍t-tshok-á","tsit8-tshok-a2","一撮仔","一撮仔","一小撮","Chenwujack Chen"
"8043","chi̍t-ê soaⁿ-thâu,chi̍t-chiah chià-ko͘","chit8-e5 soann-thau5,chit8-chiah chia3-koo","tsi̍t-ê suann-thâu,tsi̍t-tsiah tsià-koo","tsit8-e5 suann-thau5,tsit8-tsiah tsia3-koo","一个山頭,一隻鷓鴣","一个山頭,一隻鷓鴣","一山不容二虎","Chenwujack Chen"
"8044","chheh -chū-á","chheh -chu7-a2","tsheh -tsū-á","tsheh -tsu7-a2","冊苴仔","冊苴仔","墊板","Chenwujack Chen"
"8045","tōa-thâu-teng","toa7-thau5-teng","tuā-thâu-ting","tua7-thau5-ting","大頭釘","大頭釘","圖釘","Chenwujack Chen"
"8046","ia̍h-tiûⁿ","iah8-tiunn5","ia̍h-tiûnn","iah8-tiunn5","役場","役場","公所","Chenwujack Chen"
"8047","phek-le̍k","phek-lek8","phik-li̍k","phik-lik8","霹靂","霹靂","霹靂","匿名"
"8048","chho͘-chóa","chhoo-choa2","tshoo-tsuá","tshoo-tsua2","粗紙","粗紙","砂紙","Chenwujack Chen"
"8049","hō͘-kháu phō͘-á","hoo7-khau2 phoo7-a2","hōo-kháu phōo-á","hoo7-khau2 phoo7-a2","戶口簿仔","戶口簿仔","戶口名簿","Chenwujack Chen"
"8050","hō͘-kháu chheh","hoo7-khau2 chheh","hōo-kháu tsheh","hoo7-khau2 tsheh","戶口冊","戶口冊","戶口名簿","Chenwujack Chen"
"8051","kek-ah phō͘-á","kek-ah phoo7-a2","kek-ah phōo-á","kek-ah phoo7-a2","家甲簿仔","家甲簿仔","戶口名簿","Chenwujack Chen"
"8052","kng-kiō","kng-kio7","kng-kiō","kng-kio7","扛轎","扛轎","助選","Chenwujack Chen"
"8053","chhēng ūn-tōng-ê","chheng7 un7-tong7-e5","tshīng ūn-tōng-ê","tshing7 un7-tong7-e5","穿運動鞋","穿運動鞋","助選","Chenwujack Chen"
"8054","o͘-ta-chôa","oo-ta-choa5","oo-ta-tsuâ","oo-ta-tsua5","烏焦蛇","烏焦蛇","烏腳病","Chenwujack Chen"
"8055","kûn-thâu ko-ko chāi-siōng","kun5-thau5 ko-ko chai7-siong7","kûn-thâu ko-ko tsāi-siōng","kun5-thau5 ko-ko tsai7-siong7","拳頭高高在上","拳頭高高在上","一山還比一山高","Chenwujack Chen"
"8056","thiⁿ-gōa ū-thiⁿ,lâng gōa ū lâng","thinn-goa7 u7-thinn,lang5 goa7 u7 lang5","thinn-guā ū-thinn,lâng guā ū lâng","thinn-gua7 u7-thinn,lang5 gua7 u7 lang5","天外有天,人外有人","天外有天,人外有人","一山還比一山高","Chenwujack Chen"
"8057","it put chok,jī put hiu","it put chok,ji7 put hiu","it put tsok,jī put hiu","it put tsok,ji7 put hiu","一不作,二不休","一不作,二不休","一不作,二不休","Chenwujack Chen"
"8058","chi̍t-tiám iā niau,pah-tiám iā niau","chit8-tiam2 ia7 niau,pah-tiam2 ia7 niau","tsi̍t-tiám iā niau,pah-tiám iā niau","tsit8-tiam2 ia7 niau,pah-tiam2 ia7 niau","一點也貓,百點也貓","一點也貓,百點也貓","一不作,二不休","Chenwujack Chen"
"8059","it gō͘ it cha̍p","it goo7 it chap8","it gōo it tsa̍p","it goo7 it tsap8","一五一十","一五一十","一五一十","Chenwujack Chen"
"8060","it gō͘ jī koàn chhit","it goo7 ji7 koan3 chhit","it gōo jī kuàn tshit","it goo7 ji7 kuan3 tshit","一五二貫七","一五二貫七","一五一十","Chenwujack Chen"
"8061","chi̍t-khang chi̍t khiah","chit8-khang chit8 khiah","tsi̍t-khang tsi̍t khiah","tsit8-khang tsit8 khiah","一空一隙","一空一隙","一五一十","Chenwujack Chen"
"8062","ti̍t-chháu bô-ni,hoâiⁿ-chháu bô liàm","tit8-chhau2 bo5-ni,hoainn5-chhau2 bo5 liam3","ti̍t-tsháu bô-ni,huâinn-tsháu bô liàm","tit8-tshau2 bo5-ni,huainn5-tshau2 bo5 liam3","直草無拈,橫草無捻","直草無拈,橫草無捻","一介不取","Chenwujack Chen"
"8063","ū-kang chiū-ū hu","u7-kang chiu7-u7 hu","ū-kang tsiū-ū hu","u7-kang tsiu7-u7 hu","有工就有夫","有工就有夫","一分耕耘,一分收穫","Chenwujack Chen"
"8064","ū-chia̍h ū kiâⁿ-khì,ū sio-hiuⁿ ū pó-pì","u7-chiah8 u7 kiann5-khi3,u7 sio-hiunn u7 po2-pi3","ū-tsia̍h ū kiânn-khì,ū sio-hiunn ū pó-pì","u7-tsiah8 u7 kiann5-khi3,u7 sio-hiunn u7 po2-pi3","有食有行氣,有燒香有保庇","有食有行氣,有燒香有保庇","一分耕耘,一分收穫","Chenwujack Chen"
"8065","kut-la̍t chia̍h-la̍t,pân-tōaⁿ thun-nōa","kut-lat8 chiah8-lat8,pan5-toann7 thun-noa7","kut-la̍t tsia̍h-la̍t,pân-tuānn thun-nuā","kut-lat8 tsiah8-lat8,pan5-tuann7 thun-nua7","骨力食栗,貧惰吞瀾","骨力食栗,貧惰吞瀾","一分耕耘,一分收穫","Chenwujack Chen"
"8066","chi̍t-kang kàu-àm","chit8-kang kau3-am3","tsi̍t-kang kàu-àm","tsit8-kang kau3-am3","一工到暗","一工到暗","一天到晚","Chenwujack Chen"
"8067","it-sim nn̄g iōng","it-sim nng7 iong7","it-sim nn̄g īong","it-sim nng7 iong7","一心二用","一心二用","一心二用","Chenwujack Chen"
"8068","iā-beh kò͘ chûn,iā-beh kò͘ chài","ia7-beh koo3 chun5,ia7-beh koo3 chai3","iā-beh kòo tsûn,iā-beh kòo tsài","ia7-beh koo3 tsun5,ia7-beh koo3 tsai3","也欲顧船,也欲顧載","也欲顧船,也欲顧載","一心二用","Chenwujack Chen"
"8069","nn̄g pō͘ chhit-á","nng7 poo7 chhit-a2","nn̄g pōo tshit-á","nng7 poo7 tshit-a2","兩步七仔","兩步七仔","一手","Chenwujack Chen"
"8070","kng koaⁿ-chhâ kiam bāu khàu","kng koann-chha5 kiam bau7 khau3","kng kuann-tshâ kiam bāu khàu","kng kuann-tsha5 kiam bau7 khau3","扛棺柴兼貿哭","扛棺柴兼貿哭","一手包辦","Chenwujack Chen"
"8071","hāu-tiúⁿ kiam kòng cheng","hau7-tiunn2 kiam kong3 cheng","hāu-tiúnn kiam kòng tsing","hau7-tiunn2 kiam kong3 tsing","校長兼摃鐘","校長兼摃鐘","一手包辦","Chenwujack Chen"
"8072","chi̍t-chhiú pau-pān","chit8-chhiu2 pau-pan7","tsi̍t-tshiú pau-pān","tsit8-tshiu2 pau-pan7","一手包辦","一手包辦","一手包辦","Chenwujack Chen"
"8073","cha̍p-chhe kiam koán-ke","chap8-chhe kiam koan2-ke","tsa̍p-tshe kiam kuán-ke","tsap8-tshe kiam kuan2-ke","雜差兼管家","雜差兼管家","一手包辦","Chenwujack Chen"
"8074","khò͘-té tē pōng-chí","khoo3-te2 te7 pong7-chi2","khòo-té tē pōng-tsí","khoo3-te2 te7 pong7-tsi2","褲底袋磅子","褲底袋磅子","一文不名","Chenwujack Chen"
"8075","lak-tē-á tē pōng-chí","lak-te7-a2 te7 pong7-chi2","lak-tē-á tē pōng-tsí","lak-te7-a2 te7 pong7-tsi2","橐袋仔袋磅子","橐袋仔袋磅子","一文不名","Chenwujack Chen"
"8076","m̄-ta̍t saⁿ-sián chîⁿ","m7-tat8 sann-sian2 chinn5","m̄-ta̍t sann-sián tsînn","m7-tat8 sann-sian2 tsinn5","毋值三仙錢","毋值三仙錢","一文不值","Chenwujack Chen"
"8077","káu tùiⁿ bí-ko bô-chiūⁿ-sùiⁿ,chi̍t tùiⁿ léng môe khioh--khí-lâi khǹg","kau2 tuinn3 bi2-ko bo5-chiunn7-suinn3,chit8 tuinn3 leng2 moe5 khioh--khi2-lai5 khǹg","káu tuìnn bí-ko bô-tsiūnn-suìnn,tsi̍t tuìnn líng muê khioh--khí-lâi khǹg","kau2 tuinn3 bi2-ko bo5-tsiunn7-suinn3,tsit8 tuinn3 ling2 mue5 khioh--khi2-lai5 khǹg","九頓米糕無上算,一頓冷糜抾起來囥","九頓米糕無上算,一頓冷糜抾起來囥","一斗米養個恩人，一石米養個仇人","Chenwujack Chen"
"8078","chi̍t-ji̍t saⁿ hâng-chêng","chit8-jit8 sann hang5-cheng5","tsi̍t-ji̍t sann hâng-tsîng","tsit8-jit8 sann hang5-tsing5","一日三行情","一日三行情","一日三市","Chenwujack Chen"
"8079","gō͘-sî chò-io̍h,la̍k-sî chò-chio̍h","goo7-si5 cho3-ioh8,lak8-si5 cho3-chioh8","gōo-sî tsò-io̍h,la̍k-sî tsò-tsio̍h","goo7-si5 tso3-ioh8,lak8-si5 tso3-tsioh8","五時做藥,六時做石","五時做藥,六時做石","一日三市","Chenwujack Chen"
"8080","it-ji̍t put-kiàn jû saⁿ chhiu","it-jit8 put-kian3 ju5 sann chhiu","it-ji̍t put-kiàn jû sann tshiu","it-jit8 put-kian3 ju5 sann tshiu","一日不見如三秋","一日不見如三秋","一日不見，如隔三秋","Chenwujack Chen"
"8081","saⁿ-ji̍t put-kiàn kiú liu-liu","sann-jit8 put-kian3 kiu2 liu-liu","sann-ji̍t put-kiàn kiú liu-liu","sann-jit8 put-kian3 kiu2 liu-liu","三日不見久溜溜","三日不見久溜溜","一日不見，如隔三秋","Chenwujack Chen"
"8082","saⁿ chò sì hioh","sann cho3 si3 hioh","sann tsò sì hioh","sann tso3 si3 hioh","三做四歇","三做四歇","一日打魚，三日晒網","Chenwujack Chen"
"8083","chi̍t-ji̍t thó-hái,saⁿ-ji̍t pha̍k-bāng","chit8-jit8 tho2-hai2,sann-jit8 phak8-bang7","tsi̍t-ji̍t thó-hái,sann-ji̍t pha̍k-bāng","tsit8-jit8 tho2-hai2,sann-jit8 phak8-bang7","一日討海,三日曝網","一日討海,三日曝網","一日打魚，三日晒網","Chenwujack Chen"
"8084","chi̍t-ji̍t lia̍h-hî,saⁿ-ji̍t pha̍k-bāng","chit8-jit8 liah8-hi5,sann-jit8 phak8-bang7","tsi̍t-ji̍t lia̍h-hî,sann-ji̍t pha̍k-bāng","tsit8-jit8 liah8-hi5,sann-jit8 phak8-bang7","一日掠魚,三日曝網","一日掠魚,三日曝網","一日打魚，三日晒網","Chenwujack Chen"
"8085","chi̍t-ji̍t phah-chiáu,saⁿ-ji̍t bán-mo͘","chit8-jit8 phah-chiau2,sann-jit8 ban2-moo","tsi̍t-ji̍t phah-tsiáu,sann-ji̍t bán-moo","tsit8-jit8 phah-tsiau2,sann-jit8 ban2-moo","一日拍鳥,三日挽毛","一日拍鳥,三日挽毛","一日打魚，三日晒網","Chenwujack Chen"
"8086","pí-lî-khiap-sái","pi2-li5-khiap-sai2","pí-lî-khiap-sái","pi2-li5-khiap-sai2","鄙厘怯屎","鄙厘怯屎","一毛不拔","Chenwujack Chen"
"8087","kan-ta beh poa̍h-poe,m̄-kam tiám chi̍t-ki-hiuⁿ","kan-ta beh poah8-poe,m7-kam tiam2 chit8-ki-hiunn","kan-ta beh pua̍h-pue,m̄-kam tiám tsi̍t-ki-hiunn","kan-ta beh puah8-pue,m7-kam tiam2 tsit8-ki-hiunn","干焦欲跋桮,毋甘點一枝香","干焦欲跋桮,毋甘點一枝香","一毛不拔","Chenwujack Chen"
"8088","chi̍t-ê chîⁿ phah jia̍p sì ê kat","chit8-e5 chinn5 phah jiap8 si3 e5 kat","tsi̍t-ê tsînn phah jia̍p sì ê kat","tsit8-e5 tsinn5 phah jiap8 si3 e5 kat","一个錢拍廿四个結","一个錢拍廿四个結","一毛不拔","Chenwujack Chen"
"8089","khì-khùn","khi3-khun3","khì-khùn","khi3-khun3","去睏","去睏","去睡覺","Chenwujack Chen"
"8090","ang-á-bó͘ kāng sim","ang-a2-boo2 kang7 sim","ang-á-bóo kāng sim","ang-a2-boo2 kang7 sim","翁仔某仝心","翁仔某仝心","夫妻同心","Chenwujack Chen"
"8091","siá kong-khò","sia2 kong-kho3","siá kong-khò","sia2 kong-kho3","寫功課","寫功課","寫功課","Chenwujack Chen"
"8092","āu chi̍t-ê","au7 chit8-e5","āu tsi̍t-ê","au7 tsit8-e5","後一个","後一个","下一個","Chenwujack Chen"
"8093","siā-kûn","sia7-kun5","siā-kûn","sia7-kun5","社群","社群","社群","匿名"
